id,timestamp,seq_number,data,timestamp_received,time_delay
72,2017-10-30 12:02:54,8,x,2017-10-30 12:04:16,00:01:22
73,2017-10-30 12:02:55,9,x,2017-10-30 12:04:16,00:01:21
74,2017-10-30 12:02:56,10,x,2017-10-30 12:04:16,00:01:20
75,2017-10-30 12:02:57,11,x,2017-10-30 12:04:16,00:01:19
76,2017-10-30 12:02:59,12,x,2017-10-30 12:04:16,00:01:17
77,2017-10-30 12:03:02,13,x,2017-10-30 12:04:18,00:01:16
78,2017-10-30 12:03:04,14,x,2017-10-30 12:04:21,00:01:17
79,2017-10-30 12:03:05,15,x,2017-10-30 12:04:22,00:01:17
80,2017-10-30 12:03:07,16,x,2017-10-30 12:04:23,00:01:16
81,2017-10-30 12:03:08,17,x,2017-10-30 12:04:23,00:01:15
82,2017-10-30 12:03:02,13,x,2017-10-30 12:04:25,00:01:23
83,2017-10-30 12:03:04,14,x,2017-10-30 12:04:25,00:01:21
84,2017-10-30 12:03:05,15,x,2017-10-30 12:04:25,00:01:20
85,2017-10-30 12:03:07,16,x,2017-10-30 12:04:25,00:01:18
86,2017-10-30 12:03:08,17,x,2017-10-30 12:04:25,00:01:17
87,2017-10-30 12:03:10,18,x,2017-10-30 12:04:27,00:01:17
88,2017-10-30 12:03:13,19,x,2017-10-30 12:04:27,00:01:14
89,2017-10-30 12:03:15,21,x,2017-10-30 12:04:27,00:01:12
90,2017-10-30 12:03:17,23,x,2017-10-30 12:04:27,00:01:10
91,2017-10-30 12:03:19,25,x,2017-10-30 12:04:27,00:01:08
92,2017-10-30 12:15:19,532,x,2017-10-30 12:17:02,00:01:43
93,2017-10-30 12:15:24,536,x,2017-10-30 12:17:02,00:01:38
94,2017-10-30 12:15:29,540,x,2017-10-30 12:17:02,00:01:33
95,2017-10-30 12:15:32,543,x,2017-10-30 12:17:02,00:01:30
96,2017-10-30 12:15:34,545,x,2017-10-30 12:17:02,00:01:28
97,2017-10-30 12:15:59,559,x,2017-10-30 12:17:08,00:01:09
98,2017-10-30 12:16:01,561,x,2017-10-30 12:17:08,00:01:07
99,2017-10-30 12:16:03,563,x,2017-10-30 12:17:08,00:01:05
100,2017-10-30 12:16:06,565,x,2017-10-30 12:17:08,00:01:02
101,2017-10-30 12:16:11,567,x,2017-10-30 12:17:08,00:00:57
102,2017-10-30 12:19:13,680,x,2017-10-30 12:20:18,00:01:05
103,2017-10-30 12:19:14,681,x,2017-10-30 12:20:18,00:01:04
104,2017-10-30 12:19:15,682,x,2017-10-30 12:20:18,00:01:03
105,2017-10-30 12:19:16,683,x,2017-10-30 12:20:18,00:01:02
106,2017-10-30 12:19:17,684,x,2017-10-30 12:20:18,00:01:01
107,2017-10-30 12:19:18,685,x,2017-10-30 12:20:22,00:01:04
108,2017-10-30 12:19:19,686,x,2017-10-30 12:20:24,00:01:05
109,2017-10-30 12:19:20,687,x,2017-10-30 12:20:25,00:01:05
110,2017-10-30 12:19:22,689,x,2017-10-30 12:20:25,00:01:03
111,2017-10-30 12:19:25,691,x,2017-10-30 12:20:25,00:01:00
112,2017-10-30 12:19:27,693,x,2017-10-30 12:20:27,00:01:00
113,2017-10-30 12:19:29,695,x,2017-10-30 12:20:27,00:00:58
114,2017-10-30 12:19:31,697,x,2017-10-30 12:20:27,00:00:56
115,2017-10-30 12:19:34,699,x,2017-10-30 12:20:27,00:00:53
116,2017-10-30 12:19:36,701,x,2017-10-30 12:20:27,00:00:51
117,2017-10-30 12:19:38,703,x,2017-10-30 12:20:29,00:00:51
118,2017-10-30 12:19:41,705,x,2017-10-30 12:20:29,00:00:48
119,2017-10-30 12:19:43,707,x,2017-10-30 12:20:29,00:00:46
120,2017-10-30 12:19:45,709,x,2017-10-30 12:20:30,00:00:45
121,2017-10-30 12:19:47,711,x,2017-10-30 12:20:30,00:00:43
